id;pageCat;imageCat;numberCat;"Anzahl der Bände bzw.  ""tomi"" lt. hs. Katalog";"Erschienene Teile insgesamt =  ""comment"" zum Werk";"davon vorhanden = ""comment"" zum Expl. lt. Katalog";titleCat;titleBib;author1;author2;author3;author4;contributor1;contributor2;contributor3;contributor4;contributor5;place1;place2;place3;publisher1;publisher2;publisher3;year;format;histSubject;subjects;genres;mediaType;languages;systemManifestation;idManifestation;institutionOriginal;shelfmarkOriginal;provenanceAttribute;digitalCopyOriginal;targetOPAC;searchID;titleWork;systemWork;idWork;bound;comment;digitalCopy;copiesHAB
881;[220];[00227];50;;;;Die unerkannte Sünden der Poeten von G. E. Scheibel. Leipzig 1734.;Die Unerkannte Sünden Der Poeten, Welche man Sowohl in ihren Schrifften als in ihrem Leben wahrnimmt : Nach den Regeln des Christenthums und vernünfftiger Sittenlehre geprüfet / Von Gottfried Ephraim Scheibel Collega des Gymnasii zu S. Elisabth in Breßlau ;Scheibel, Gottfried Ephraim#137571488m;;;;;;;;;Leipzig#getty7139158;;;Teubner, Johann Michael#137657625m;;;1734;8°;Catalogus XV;;Streitschrift:theol.;Druck;ger;VD18;10267190 ;;;;http://resolver.sub.uni-goettingen.de/purl?PPN1034133438;;;;;;;;;
882;[220];[00227];51;;;;Neu erfundener Lustweg zu allerley schönen Künsten und Wissenschaften. Augsburg.;Neu erfundener Lustweg zu allerley schönen Künsten und Wissenschaften, Welcher bestehet in einer besondern Erfindung, wie die zarte Jugend durch beyhilfe gewisser darzu bequemen Bildern, gantz spielende den ersten Haubtgrund des Abc und buchstabierens erlernen und selbige dardurch fast ohne Lehrmeister in gar in gar kurtzer Zeit zum völligen Teutsch- und Lateinischen lesen und schreiben perfectionirt werden können;Weigel, Johann Christoph#100696309m;;;;;;;;;Nürnberg#getty7004334;;;Weigel, Johann Christoph#100696309m;;;ca. 1720;8°;Catalogus XV;;;Druck;ger;GBV;249896834;;;;;;;;;;;;http://goobiweb.bbf.dipf.de/viewer/resolver?urn=urn:nbn:de:0111-bbf-spo-16856438;
883;[220];[00227];52;;;;J.A. Comenii oribs sensualium pictus. Noribergae 1708.;[Orbis sensualium pictus. Hoc est: Omnium fundamentalium in mundo rerum et in vita actionum pictura et nomenclatura] Joh. Amos Comenii orbis sensualium pictus. Hoc est: Omnium fundamentalium in mundo rerum et in vita actionum pictura et nomenclatura ;Comenius, Johann Amos#118521691m;;;;;;;;;Nürnberg#getty7004334;;;Endter, Martin#119468689m;;;1708;8°;Catalogus XV;;Wörterbuch | Pädagogik;Druck;lat;GBV;165022965;HAB;M: Pa 86;;;;;;;;;;http://nbn-resolving.de/urn:nbn:de:bsz:16-diglit-387799;
884;[220];[00227];53;;;;Des M. de la Motte discours von dem Homero aus dem französischen übersetzt von J. T. Wagnern. Magdeburg u Leipzig 1718;"Des Mr. de la Motte ... Discours von dem Homero : Denen zu Behuff, welche nicht allein diesen sondern auch andere alte und neue Poeten mit Nutzen, Vorsicht und Vergnügen lesen und sich von der Dicht-Kunst richtige Begriffe machen wollen ; Aus dem Frantzösischen ins Teutsche übersetzt / mit nützlichen Anmerckungen erleutert, und mit einer Vorrede versehen von M. Johann Tob. Wagnern ... ";La Motte, Antoine Houdar, de#104270632m;;;;Wagner, Johann Tobias#123015391m [Übers.];;;;;Magdeburg#getty7004456;Leipzig#getty7139158;;Seidel, Christoph#13841582Xm;;;1718;8°;Catalogus XV;;;Druck;ger;GBV;21505444X;HAB;M: Lg 1220;;;;;;;;;;http://digital.slub-dresden.de/id36927413X;
885;[220];[00227];54;;Teil 1-5;Teil 1;Recueil de pieces galantes en prose et en vers de la Comtesse de la Suze et de M. Pelisson. à Paris 1695. Tom: i;"Recueil de pièces galantes, en prose et en vers ; augm. de plusiers élégies ";La Suze, Henriette de Coligny, de#100182038f;Pellisson, Paul#123993393m;;;;;;;;Paris#getty7008038;;;Quinet, Gabriel#1037538668m;;;1695;8°;Catalogus XV;;;Druck;fre;BVB;BV012785653 ;;;;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11342731-5;;;;;;;;;
886;[221];[00228];55;;;;Les odes d'Anocreon et de Sapho en vers François. par le Poete Sansford. Rotterdam 1712.;Les Odes d'Anacreon et de Sapho en vers françois;Anacreon#118649035m;Sappho#118605534w;;;Gacon, François#128386495m [Übers.];;;;;Rotterdam#getty7006792;;;Fritsch, Kaspar#1037501284m;Böhm, Michael#1037550900m;;1712;8°;Catalogus XV;;Gedichtsammlung | Lyrik;Druck;fre | grc;GBV;151216630;HAB;M: Lg 111.1;;;;;;;;;;http://data.onb.ac.at/ABO/%2BZ198294304;Doublette vonid 863
887;[221];[00228];56;;;;Traite de poeme epique par le Bossu. à Paris 1693.;Traité du poème epique / Par le R.P. Le Bossu ;Le Bossu, René#100186793m;;;;;;;;;Paris#getty7008038;;;Pralard, André#133135403m;;;1693;8°;Catalogus XV;;Traktat;Druck;fre;GBV;150890834;HAB;M: Um 126;;;;;;;;;;http://data.onb.ac.at/rec/AC10057305;
888;[221];[00228];57;;;;Poesie der Franken. Franckfurt u Leipzig 1730. 1te Sammlung;Poesie der Franken. Erste Sammlung;;;;;Oeder, Georg Ludwig#104248238m [Hrsg.];;;;;Frankfurt/Main#getty7005293;Leipzig#getty7139158;;Monath, Peter Konrad#117125644m;;;1730;8°;Catalogus XV;;;Druck;ger;GBV;134600924;HAB;M: Lo 5799;;;;;;;;;;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10116389-9;
889;[221];[00228];58;;;;Christanen Mariannen von Ziegler Moralische und vermischte Send=Schreiben. Leipzig 1731. Tom: i.;Christianen Mariannen von Ziegler Moralische und vermischte Send-Schreiben an einige Ihrer vertrauten und guten Freunde gestellet ;Ziegler, Christiane Mariane, von#121540243f;;;;;;;;;Leipzig#getty7139158;;;Johann Friedrich Braun Erben#6146385-1;;;1731;8°;Catalogus XV;;;Druck;ger;GBV;134944852;HAB;M: Lo 8317;;;;;;;;;;;
890;[221];[00228];59;;;;C. M. v: Ziegler Versuch in gebundener Schreib=Art. Leipzig 1728.;Christianen Marianen von Ziegler Versuch In Gebundener Schreib-Art ;Ziegler, Christiane Mariane, von#121540243f;;;;Takke, Heinrich Christoph#137450524m [DRUCKER/VERLEGER];Manteuffel, Ernst Christoph, von#118577352m [WidmungsempfängerIn];;;;Leipzig#getty7139158;;;Johann Friedrich Braun Erben#6146385-2;;;1728;8°;Catalogus XV;;Lyrik;Druck;ger;GBV;030452953;HAB;M: Lo 8318:1;;;;;;;;;;http://nbn-resolving.de/urn:nbn:de:gbv:3:1-776617;
891;[221];[00228];60;;;;L. F. Hudemanns Proben einiger Gedichte u Poetischer übersetzungen Hamburg 1732.;Ludew. Friedr. Hudemanns Proben einiger Gedichte und poetischen Uebersetzungen : denen ein Bericht beygefüget worden, welcher von den Vorzügen der Oper vor den tragischen und comischen Spielen handelt ;Hudemann, Ludwig Friedrich#100820042m;;;;;;;;;Hamburg#getty7005289;;;Kißner, Johann Christoph#1037505964;;;1732;8°;Catalogus XV;;Lyrik;Druck;ger;GBV;150684304;HAB;M: Lo 3341;;;;;;;;;;http://resolver.sub.uni-goettingen.de/purl?PPN638495075;
892;[222];[00229];;;;;ohne Einträge ;;;;;;;;;;;;;;;;;;8°;Catalogus XV;;;;;;;;;;;;;;;;;;;
893;[223];[00230];;;;;ohne Einträge ;;;;;;;;;;;;;;;;;;8°;Catalogus XV;;;;;;;;;;;;;;;;;;;
894;[224];[00231];;;;;ohne Einträge ;;;;;;;;;;;;;;;;;;8°;Catalogus XV;;;;;;;;;;;;;;;;;;;
895;[225];[00232];61;;;;Odes et autres ouvrages de M. de la Motte. à Amsterd: 1711. Tom: i. ii. iii. uno vol:;Odes et autres ouvrages;La Motte, Antoine Houdar, de#104270632m;;;;;;;;;Amsterdam#getty7006952;;;Rénard, Louis#11938843Xm;;;1711;12°;Catalogus XV;;;Druck;fre;GBV;150248016;HAB;M: Lm 2044;;;;;;;;;;https://books.google.de/books?id=eadZAAAAcAAJ&hl=de&pg=PP13#v=onepage&q&f=false;
896;[225];[00232];62;6;Teil 1-6;Teil 1-6;Oeuvres de Clement Marot. à la Haye 1731 Tom: i. ii. iii. iv. v. vi.;"Oeuvres de Clement Marot : revues sur plusieurs manuscrits et sur plus de quarante éditions, et augmentées tant de diverses poe??sies veritables, que de celles qu'on lui a faussement attribuées ; avec les ouvrages de Jean Marot son père, ceux de Michel Marot son fils, et les pièces du different de Clement avec François Sagon ; accompagnées d'une preface historique et d'observations critiques.";Marot, Clément#118731122m;;;;Lenglet du Fresnoy, Nicolas#118907026m [Hrsg.];Marot, Jean#123613906m;Marot, Michel#120916096m;Sagon, François de#10430510Xm;;Den Haag#getty7006810;;;Gosse, Pierre#1037511360m;Néaulme, Jean#100850030m;;1731;12°;Catalogus XV;;;Druck;fre;GBV;137721889;;;;;;;;;;;;https://catalog.hathitrust.org/Record/001082581/Home;
897;[225];[00232];63;;;;Recueil de quelques pieces nouvelles et galantes. à Cologne 1667. ;Recueil De Quelques Pieces Nouvelles Et Galantes, : Tant en Prose qu'en Vers ... ;;;;;;;;;;Köln#getty7004446;;;Elzevir, Daniel#117500135m;;;1667;12°;Catalogus XV;;;Druck;fre;VD17;3:008137V;HAB;M: Lm 4275;;;;;;;;;;https://books.google.de/books?vid=KBNL:UBA000078615&redir_esc=y;
898;[225];[00232];64;;;;Lettere Missive e responsive delle bestie. Venetia 1689.;Lettere missive, e responsive delle bestie, con l'osservationi sopra cadauna lettera;Moscheni, Carlo#129781061m;;;;;;;;;Venedig#getty7018159;;;Curti, Stefano#1024756335m;;;1689;12°;Catalogus XV;;;Druck;ita;GBV;150721528;HAB;M: Lk 594;;;;;;;;;;;
899;[226];[00233];1;2;;;Histoire de l'Empire par M. Heiss. Amsterd: 1733. Tom: i. ii.;"Histoire de l'empire : contenant son origine, son progrès, ses révolutions; la forme de son gouvernement; sa politique; ses alliances; ses negociations; et les nouveaux reglemens qui ont été faits par les traitès de Westphalie et autres";Heiß von Kogenheim, Johann#172765080m;;;;;;;;;Amsterdam#7006952;;;Wetstein & Smith#050659677;;;1733;4°;Dobletten;Bellestristik;;Druck;fre;GBV;140191844;;;;;;;;;;;;;
900;[226];[00233];2;;Teil 1-7;Teil 1;Erbauliche Betrachtung über die im 1 Buch Mosis beschriebene Geschichte von der Schöpfung der Welt bis auff den Beruff Abrahams von J. G. Hagemann. Braunschweig 1734.;Erbauliche Betrachtungen, Erstes Buch, [Hauptw.]: Über die im ersten Buch Mosis beschriebene Geschichte von der Schöpfung der Welt bis auf den Beruf Abrahams : vormals in denen Wochen-Predigten der Gemeine zu Blankenburg vorgetragen, nunmehro auf Verlangen folgender gestalt zum Druck befordert ;Hagemann, Johann Georg#133306127m;;;;Schmidt, Johann Gottlieb#1073176665m [BEITRÄGER];;;;;Braunschweig#getty7004434;;;Meyer, Friedrich Wilhelm#1037501683m;;;1734;4°;Doubletten;;;Druck;ger;GBV;157177572;;;;;;;;;;;;;
901;[227];[00234];;;;;ohne Einträge ;;;;;;;;;;;;;;;;;;4°;Doubletten;;;;;;;;;;;;;;;;;;;
902;[228];[00235];3;;;;G.B. Hanckens weltliche Gedichte. Dreßden 1727. Tom: i. ii;Gottfried Benjamin Hanckens Königl. Pohln. und Churfl. Sächß. G. A. Secretarii Weltliche Gedichte;Hancke, Gottfried Benjamin#129918563m;;;;Dönickus, L. G. [Beiträger k.];Wortmann, Christian Albert#143513982m [Beiträger k.];Johann Christoph Zimmermann & Johann Nikolaus Gerlach#6146534-3;;;Dresden#getty7004455;Leipzig#getty7139158;;Johann Theodor Boetius Erben#6146051-5;;;1727;8°;Doubletten;;Gedichtsammlung | Lyrik;Druck;ger;GBV;223826383;;;;;;;;;;;keine Doublette?;;http://diglib.hab.de/drucke/lo-2574-1/start.htm
903;[228];[00235];4;;;;Ej: geistl: Gedichte. Schweid=nitz 1724.;Gottfried Benjamin Hanckens Geistliche und Moralische Gedichte.;Hancke, Gottfried Benjamin#129918563m;;;;Sporck, Franz Anton, von#118616382m [WIDMUNGSEMPFÄNGER];Montalegre, Johann Daniel, de#101054491m [BEITRÄGER K.];Rentz, Michael Heinrich#122549023m [BEITRÄGER K.];;;Schweidnitz#getty7007556 (?widnica);;;Müller, Johann Christian I.#1037508920m;;;1724;8°;Doubletten;;Gedichtsammlung | Lyrik;Druck;ger;GBV;134764455;;;;;;;;;;;evtl. gleiche Ausgabe wie id854;http://resolver.sub.uni-goettingen.de/purl?PPN63681534X;
904;[228];[00235];5;;Teil 1-10;Teil 4;Brocks Irdisches Vergnügen in Gott. Hamburg 1732. 4ter theil.;"Hn. B. H. Brockes, Lt. Com. Palat. Cæs. und Raths-Herrn der Stadt Hamburg, Irdisches Vergnügen in Gott, bestehend in Physicalisch- und Moralischen Gedichten  
Vierter Theil: / mit einer Vorrede zum Druck befördert von Michael Richey, P. P.";Brockes, Barthold Heinrich#118515586m;;;;Richey, Michael#116509465m [HERAUSGEBER];Pritius, Johann Georg#10434444Xm;Richter, Gottfried#1037497066m  [DRUCKER];Mileris, Willem, van#122259998m [BEITRÄGER K.];Fritsch, Christian#130126004m [BEITRÄGER K.];Hamburg#getty7005289;;;König, Conrad#1037496469m;;;1732;8°;Doubletten;;;Druck;ger;GBV;269832084;;;;;;;;;;;;urn:nbn:de:gbv:9-ppn00617064563-7;
905;[228];[00235];6;;;;Burnets Göttliche Leben in der Seele des Menschen. aus dem Englischen übersetzt. von F. W. Berchelmann. Frft am Mayn 1730.;"Das göttliche Leben in der Seelen des Menschen, als kläreste Beweiß von der Vortrefflichkeit, eigentlichen Natur, Absicht und Würckung der wahren christlichen Religion... /[Henry Scougal] Ehemahls im Engl. zu Londen mit e. Vorr. Burnets; nunmehro ... im hochteutschen hrsg. von Friederich Wilhelm Berchelmann ";Scougal, Henry#1055644644m;;;;Burnet, Gilbert#118674978m [VORREDNER];Berchelmann, Friedrich Wilhelm#116124938m [HERAUSGEBER];;;;Frankfurt/Main#getty7005293;;;Fleischer, Johann Friedrich#136000118m;;;1730;8°;Catalogus I;Theologie;Abhandlung: theol.;Druck;ger;GBV;151009597;;;;;;;;;;;;;
906;[228];[00235];7;2;Teil 1-2;Teil 1-2;La vie et les avantures surprenantes de  Robinson Crusoe. a Amsterd: 1720 Tom: i, ii.;"La Vie Et Les Avantures Surprenantes De Robinson Crusoe : Le tout écrit par lui-même ; Traduit De l'Anglois ; Avec Figures";Defoe, Daniel#118524275m;;;;L'Honoré, François#1037544145m [DRUCKER/VERLEGER];;;;;Amsterdam#7006952;;;Chatelain, Zacharias#1037536177m;;;1720;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;147650208;;;;;;;;;;;;;
907;[228];[00235];8;;;;Eberhard Finen Geistl: Tisch Lied. Braunschweig 1721.;Das Geistreiche Tisch-Lied Bey der Taffel Jesu/ O Jesu du mein Bräutigam [et]c. [et]c. Bey unterschiedenen Hochfürstl. Communion-Andachten zu Braunschweig und Blanckenburg : Jn zwölff kurtzen Reden einfältig erkläret…;Finen, Eberhard#12131412Xm;;;;Ludwig Rudolf <Braunschweig-Lüneburg, Herzog>#124700470m [WIDMUNGSEMPFÄNGER];Christine Luise <Braunschweig-Lüneburg, Herzogin>#119157411w [WIDMUNGSEMPFÄNGERIN];Ferdinand Albrecht <Braunschweig-Lüneburg, Herzog>#102705224m [WIDMUNGSEMPFÄNGER];Antoinette Amalie <Braunschweig-Lüneburg, Herzogin>#141678615w [WIDMUNGSEMPFÄNGERIN];;Braunschweig#getty7004434;;;;;;1721;8°;Catalogus I;Theologie;Gelegenheitsschrift:Fest;Druck;ger;VD18;10967443;;;;;;;;;;;;"http://resolver.sub.uni-goettingen.de/purl?PPN722232977
 ";
908;[228];[00235];9;;;;Recueil de prieres et pensees chretiennes ;Recueil de priéres et pensées chrétiennes;;;;;;;;;;;;;;;;ca. 1700;8°;Catalogus I;Theologie;Gebetbuch;Druck;fre;GBV;150766653;;;;;;;;;;;;;
909;[228];[00235];10;2;Teil 1-10;Teil 1-7 und 9-10;Histoire de regne de Louis xiii. roi de France et de Navarre. par Mich: le Vassor. Amsterd: 1700. Tom: i. ii. iii. iv. v. vi. vii. ix. x. in ii Band.;Histoire du regne de Louis XIII. roi de France et de Navarre, contenant les choses les plus remarquables arrivées en France & en Europe durant la Minorité de ce Prince ;Le Vassor, Michel#13584410Xm;;;;;;;;;Amsterdam#getty7006952;;;Brunel, Pierre#1037544129m;;;1720;12°;Catalogus III;Geschichte ;Chronik | Biographie ;Druck;fre;GBV;302496467;;;;;;;;;;;;;
910;[228];[00235];11;;Teil 1-10;Teil 1 und 9;item Tom: i et ix noch ein=mahl.;Histoire du regne de Louis XIII. roi de France et de Navarre, contenant les choses les plus remarquables arrivées en France & en Europe durant la Minorité de ce Prince ;Le Vassor, Michel#13584410Xm;;;;;;;;;Amsterdam#getty7006952;;;Brunel, Pierre#1037544129m;;;1720;12°;Catalogus III;Geschichte ;Chronik | Biographie ;Druck;fre;GBV;302496467;;;;;;;;;;;;;
911;[229];[00236];12;;;;Gott gewidmetes Opfer der Heiligen. Oetting 1734.;Gott-gewidmetes Opffer der Heiligen : Bestehend Jn zweyen Theilen Andächtiger Gebete/ I. Jn allerley Seelen und Leibes-Anliegen : II. Auf alle Sonn- und Fest-Tags Evangelia durchs gantze Jahr : Zu Beförderung eigner Andacht anfänglich abgefasset ;Elisabeth Juliane, Braunschweig-Lüneburg, Herzogin#104183772w;;;;Dehns, Balthasar#122886461m [STECHER];;;;;Oettingen#getty7012633;;;Lohse, Johann <Witwe>#1037625692w;;;1734;8°;Catalogus II;Theologie;Gebetbuch | Erbauungsliteratur;Druck;ger;VD18;12828041;Herzog August Bibliothek;M: Th 2977;Nach handschriftlicher Überlieferung ist Herzogin Elisabeth Juliane von Wolfenbüttel die Verfasserin;http://diglib.hab.de/drucke/th-2977/start.htm;;;;;;;;;
912;[229];[00236];13;;;;item nocheinmahl;Gott-gewidmetes Opffer der Heiligen : Bestehend Jn zweyen Theilen Andächtiger Gebete/ I. Jn allerley Seelen und Leibes-Anliegen : II. Auf alle Sonn- und Fest-Tags Evangelia durchs gantze Jahr : Zu Beförderung eigner Andacht anfänglich abgefasset ;Elisabeth Juliane, Braunschweig-Lüneburg, Herzogin#104183772w;;;;Dehns, Balthasar#122886461m [STECHER];;;;;Oettingen#getty7012633;;;Lohse, Johann <Witwe>#1037625692w;;;1734;8°;Catalogus II;Theologie;Gebetbuch | Erbauungsliteratur;Druck;ger;VD18;12828041;Herzog August Bibliothek;M: Th 2977;Nach handschriftlicher Überlieferung ist Herzogin Elisabeth Juliane von Wolfenbüttel die Verfasserin;http://diglib.hab.de/drucke/th-2977/start.htm;;;;;;;;;
913;[229];[00236];14;;;;Relation de la cour de Portugal sous D. Pedre II.  Amsterd. 1702 Tom: i. ii. uno vol:;"Relation De La Cour De Portugal Sous D. Pedre II. A Present Regnant: Avec des Remarques sur les Intérêts de cette Couronne par rapport aux autres Souverains; & l'Histoire de plus considerables Traitez, qu'elle ait faits avec eux ; Traduite de l'Anglois";Colbatch, John#1013708792m;;;;Peter, II. <Portugal, König>#119241838m;;;;;Amsterdam#getty7006952;;;Lombrail, Thomas#1037573633m;;;1702;8°;Catalogus III;Geschichte ;;Druck;fre;GBV;147594855;;;;;;;;;;;;;
914;[229];[00236];15;2;Teil 1-2;Teil 1-2;Le philosophe Anglois ou histoire de M. Cleveland. A Utrecht 1731. Tom: i. ii;Le Philosophe Anglois, Ou Histoire De Monsieur Cleveland, Fils Naturel De Cromwell : Enrichie de Figures en Taille-douce;Prévost D'Exiles, Antoine François#133407446m;;;;Neaulme, Jean#100850030m;;;;;Utrecht#getty7006926;;;Néaulme, Etienne#1037584260m;;;1732;8°;Catalogus XII;Philosophie | Recht ;Roman;Druck;fre;GBV;150952392;;;;;;;;;;;;;
915;[229];[00236];16;;;;Christl: Vesta u Irdische Flora. 1702 ;Christliche Vesta und Irrdische Flora. Oder Verschiedene theils aus fremden Sprachen übersetzte theils selbst-erfundene Geist- und Weltliche teutsche Gedichte / eines Mitglieds der Pegnesischen Blumen-Gesellschaft ;Fürer von Haimendorf, Christoph#100819672m;;;;;;;;;[S.l.];;;;;;1702;8°;Catalogus XV;;;Druck;ger;GBV;150083246;HAB;M: Lo 1632;;;;;;;;;;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10121820-0;
916;[229];[00236];17;;;;Memoires du regne de Catherine Imperatrice et Souveraine de tout la Russie. à la Haye 1728.;Memoires Du Regne De Catherine Imperatrice & Souveraine de toute la Russie &c. &c. &c. ;Rousset de Missy, Jean#119145936m;;;;Houbraken, Jacob#122076354m [BEITRÄGER];Alberts, Rutgert Christoffel#1037563190m [DRUCKER];Katharina <I., Russland, Zarin>#11872116Xw;;;Den Haag#getty7006810;;;Kloot, Isaac van der#1037505441m;;;1728;8°;Catalogus III;Geschichte ;Biographie;Druck;fre;GBV;150777728;;;;;;;;;;;;;
917;[229];[00236];18;2;Teil 1-4;Teil 3-4;Histoire de la republique des Provinces unies de Pais-Bas. Haye 1704. Tom. iii, iv;Histoire de la République des Provinces-Unies des Païs-Bas: depuis son établissement jusques à la mort de Guillaume III.;Jennet, Jean#1157553079m;;;;Wilhelm, III. <England, König>#118643355m;;;;;Den Haag#getty7006810;;;De Voys, Guillaume#1037575601m;;;1704;8°;Catalogus III;Geschichte ;Chronik;Druck;fre;GBV;135736722;;;;;;;;;;;;;
918;[229];[00236];19;;;;Memoires de Jean de Wit. par M. de xxx. à Ratisbonne 1709.;Memoires De Jean De Wit, Grand Pensionnaire De Hollande;Court, Pieter, de la#119407264m;;;;Kinkius, Erasme#1037576357m [DRUCKER];;;;;Regensburg#getty7013496;;;;;;1709;8°;Doubletten;;;Druck;fre;GBV;774973617;;;;;;;;;;;keine Doublette?;urn:nbn:de:bvb:12-bsb10274012-9;
919;[229];[00236];20;;;;Le paresseux comedie en vers et en trois actes par M. de Launay à Paris 1733.;Le Paresseux : Comédie en vers, et en 3 actes.;Delaunay, …#104333111m;;;;;;;;;Paris#getty7008038;;;Le Breton, François#1037584872m;;;1733;8°;Catalogus VI;Bellestristik;;Druck;fre;GBV;151889597;;;;;;;;;;;;;
920;[229];[00236];21;;;;Memoires de Montecuculi. à Amsterd: 1734.;"Memoires De Montecuculi Generalissime Des Troupes De L'Empereur; Ou Principes De L'Art Militaire En General : …";Montecuccoli, Raimondo#119064324m;;;;Jongman, Wouter#124164439m [KUPFERSTECHER];;;;;Amsterdam#getty7006952;;;Societas <Amsterdam>#6146788-1;;;1734;8°;Catalogus VIII;Belletristik;;Druck;fre;GBV;246443405;;;;;;;;;;;;;
921;[230];[00237];22;2;Teil 1-2;Teil 1-2;Histoire de la Ligue faite a Cambray entre Jules ii. pape Maximilien I. Empereur Louis XII. Roi de France. x. contre la republique de venise à la Haye 1710. Tom. i. ii;Histoire de la ligue faite à Cambray, entre Jules II. Pape, Maximilien I. Empereur, Louis XII. Roi de France, Ferdinand V. Roi d'Arragon, & tous les princes d'Italie, contre la république de Venise ;Dubos, Jean Baptiste#118672541m;;;;;;;;;Den Haag#getty7006810;;;Dole, Henry van#1037572475m;Dole, Louis van#1037572467;;1710;8°;Catalogus III;Geschichte ;;Druck;fre;GBV;151568057;;;;;;;;;;;;;
922;[230];[00237];23;;;;Histoire de France par le P. Gab: Daniel à Paris 1697.;Histoire De France, Depuis L'Etablissement de la Monarchie Françoise dans les Gaules : avec des Notes & des Differations sur divers points de cette Histoire;Daniel, Gabriel#123800749m;;;;;;;;;Paris#getty7008038 ;;;Benard, Marie#1037537041w;;;1697;8°;Catalogus III;Geschichte ;Chronik;Druck;fre;GBV;171981790;;;;;;;;;;;;;
923;[230];[00237];24;;;;Histoire secrete de la Duchesse d'Hanover. à Lordres 1732.;Histoire secrète de la duchesse d'Hanover, épouse de Georges premier, Roi de la grande Bretagne ;;;;;;;;;;London#getty7011781;;;;;;1732;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;134240138;;;;;;;;;;;;;
924;[230];[00237];25;;;;Avantures de Telemaque fils d'Ulysse. à la Haye 1708;Avantures de Télémaque, fils d'Ulysse, ou suite de quatrième livre de l'Odyssée d'Homère; Fénelon, François de Salignac de La Mothe#118532464m;;;;;;;;;Den Haag#getty7006810;;;Moetjens, Adriaen#130444847m;;;1708;8°;Doubletten;;;Druck;fre;GBV;118532464;;;;;;;;;;;keine Doublette, einziges Exemplar von 1708;;
925;[230];[00237];26;2;Teil 1-2;Teil 1-2;Alciphron ou le petit philosophe en sept dialogues. à la Haye 1734 Tom: i ii.;Alciphron, ou le petit philosophe;Berkeley, George#118509616m [erm. Verf.];;;;Joncourt, Pierre, de#1147211418m [erm. Übers.];;;;;Den Haag#getty7006810;;;Néaulme, Jean#100850030m;;;1734;8°;Catalogus XII;Philosophie | Recht ;;Druck;fre;GBV;150044313;HAB;"M: Vb 68:1 ; M: Vb 68:2";;;;;;;;;;;
